"gutenberg_id","text"
15,"handkerchief, mockingly embellished with all the gay flags of all the"
15,"known nations of the world. He loved to dust his old grammars; it"
15,"somehow mildly reminded him of his mortality."
15,""
15,"ETYMOLOGY"
15,""
15,"“While you take in hand to school others, and to teach them by what"
15,"name a whale-fish is to be called in our tongue, leaving out, through"
15,"ignorance, the letter H, which almost alone maketh up the signification"
15,"of the word, you deliver that which is not true.” —_Hackluyt._"
15,""
15,"“WHALE. * * * Sw. and Dan. _hval_. This animal is named from roundness"
15,"or rolling; for in Dan. _hvalt_ is arched or vaulted.” —_Webster’s"
15,"Dictionary._"
15,""
15,"“WHALE. * * * It is more immediately from the Dut. and Ger. _Wallen_;"
15,"A.S. _Walw-ian_, to roll, to wallow.” —_Richardson’s Dictionary._"
15,""
15,"<U+05D7><U+05D5>,                Hebrew_."
15,"<U+03F0><U+03B7>t<U+03BF><U+03C2>,             Greek_."
15,"CETUS,             Latin_."
15,"WHŒL,              Anglo-Saxon_."
15,"HVALT,             Danish_."
15,"WAL,               Dutch_."
15,"HWAL,              Swedish_."
15,"HVALUR,            Icelandic_."
15,"WHALE,             English_."
15,"BALEINE,           French_."
15,"BALLENA,           Spanish_."
15,"PEKEE-NUEE-NUEE,   Fegee_."
15,"PEHEE-NUEE-NUEE,   Erromangoan_."
15,""
15,""
15,""
15,""
15,"EXTRACTS. (Supplied by a Sub-Sub-Librarian.)"
15,""
15,""
15,"It will be seen that this mere painstaking burrower and grubworm of a"
15,"poor devil of a Sub-Sub appears to have gone through the long Vaticans"
15,"and street-stalls of the earth, picking up whatever random allusions to"
15,"whales he could anyways find in any book whatsoever, sacred or profane."
15,"Therefore you must not, in every case at least, take the"
15,"higgledy-piggledy whale statements, however authentic, in these"
15,"extracts, for veritable gospel cetology. Far from it. As touching the"
15,"ancient authors generally, as well as the poets here appearing, these"
15,"extracts are solely valuable or entertaining, as affording a glancing"
15,"bird’s eye view of what has been promiscuously said, thought, fancied,"
15,"and sung of Leviathan, by many nations and generations, including our"
15,"own."
15,""
15,"So fare thee well, poor devil of a Sub-Sub, whose commentator I am."
15,"Thou belongest to that hopeless, sallow tribe which no wine of this"
15,"world will ever warm; and for whom even Pale Sherry would be too"
15,"rosy-strong; but with whom one sometimes loves to sit, and feel"
15,"poor-devilish, too; and grow convivial upon tears; and say to them"
15,"bluntly, with full eyes and empty glasses, and in not altogether"
15,"unpleasant sadness—Give it up, Sub-Subs! For by how much the more pains"
15,"ye take to please the world, by so much the more shall ye for ever go"
15,"thankless! Would that I could clear out Hampton Court and the Tuileries"
15,"for ye! But gulp down your tears and hie aloft to the royal-mast with"
15,"your hearts; for your friends who have gone before are clearing out the"
15,"seven-storied heavens, and making refugees of long-pampered Gabriel,"
15,"Michael, and Raphael, against your coming. Here ye strike but"
15,"splintered hearts together—there, ye shall strike unsplinterable"
15,"glasses!"
15,""
15,"EXTRACTS."
15,""
15,"“And God created great whales.” —_Genesis_."
15,""
15,"“Leviathan maketh a path to shine after him;"
15,"One would think the deep to be hoary.” —_Job_."
15,""
15,"“Now the Lord had prepared a great fish to swallow up Jonah.” —_Jonah_."
15,""
15,"“There go the ships; there is that Leviathan whom thou hast made to"
15,"play therein.” —_Psalms_."
15,""
15,"“In that day, the Lord with his sore, and great, and strong sword,"
15,"shall punish Leviathan the piercing serpent, even Leviathan that"
15,"crooked serpent; and he shall slay the dragon that is in the sea.”"
15,"—_Isaiah_."
15,""
15,"“And what thing soever besides cometh within the chaos of this"
15,"monster’s mouth, be it beast, boat, or stone, down it goes all"
15,"incontinently that foul great swallow of his, and perisheth in the"
15,"bottomless gulf of his paunch.” —_Holland’s Plutarch’s Morals_."
15,""
15,"“The Indian Sea breedeth the most and the biggest fishes that are:"
15,"among which the Whales and Whirlpooles called Balæne, take up as much"
15,"in length as four acres or arpens of land.” —_Holland’s Pliny_."
15,""
15,"“Scarcely had we proceeded two days on the sea, when about sunrise a"
15,"great many Whales and other monsters of the sea, appeared. Among the"
15,"former, one was of a most monstrous size. * * This came towards us,"
15,"open-mouthed, raising the waves on all sides, and beating the sea"
15,"before him into a foam.” —_Tooke’s Lucian_. “_The True History_.”"
15,""
15,"“He visited this country also with a view of catching horse-whales,"
15,"which had bones of very great value for their teeth, of which he"
15,"brought some to the king. * * * The best whales were catched in his own"
15,"country, of which some were forty-eight, some fifty yards long. He said"
15,"that he was one of six who had killed sixty in two days.” —_Other or"
15,"Octher’s verbal narrative taken down from his mouth by King Alfred,"
15,"A.D._ 890."
15,""
15,"“And whereas all the other things, whether beast or vessel, that enter"
15,"into the dreadful gulf of this monster’s (whale’s) mouth, are"
15,"immediately lost and swallowed up, the sea-gudgeon retires into it in"
15,"great security, and there sleeps.” —MONTAIGNE. —_Apology for Raimond"
15,"Sebond_."
15,""
15,"“Let us fly, let us fly! Old Nick take me if it is not Leviathan"
15,"described by the noble prophet Moses in the life of patient Job.”"
15,"—_Rabelais_."
15,""
15,"“This whale’s liver was two cartloads.” —_Stowe’s Annals_."
15,""
15,"“The great Leviathan that maketh the seas to seethe like boiling pan.”"
15,"—_Lord Bacon’s Version of the Psalms_."
15,""
15,"“Touching that monstrous bulk of the whale or ork we have received"
15,"nothing certain. They grow exceeding fat, insomuch that an incredible"
15,"quantity of oil will be extracted out of one whale.” —_Ibid_. “_History"
15,"of Life and Death_.”"
15,""
15,"“The sovereignest thing on earth is parmacetti for an inward bruise.”"
15,"—_King Henry_."
15,""
15,"“Very like a whale.” —_Hamlet_."
15,""
15,"“Which to secure, no skill of leach’s art"
15,"Mote him availle, but to returne againe"
15,"To his wound’s worker, that with lowly dart,"
15,"Dinting his breast, had bred his restless paine,"
15,"Like as the wounded whale to shore flies thro’ the maine.”"
15,"—_The Fairie Queen_."
15,""
15,"“Immense as whales, the motion of whose vast bodies can in a peaceful"
15,"calm trouble the ocean till it boil.” —_Sir William Davenant. Preface"
15,"to Gondibert_."
15,""
15,"“What spermacetti is, men might justly doubt, since the learned"
15,"Hosmannus in his work of thirty years, saith plainly, _Nescio quid"
15,"sit_.” —_Sir T. Browne. Of Sperma Ceti and the Sperma Ceti Whale. Vide"
15,"his V. E._"
15,""
15,"“Like Spencer’s Talus with his modern flail"
15,"He threatens ruin with his ponderous tail."
15,"..."
15,"Their fixed jav’lins in his side he wears,"
15,"And on his back a grove of pikes appears.”"
15,"—_Waller’s Battle of the Summer Islands_."
15,""
15,"“By art is created that great Leviathan, called a Commonwealth or"
15,"State—(in Latin, Civitas) which is but an artificial man.” —_Opening"
15,"sentence of Hobbes’s Leviathan_."
15,""
15,"“Silly Mansoul swallowed it without chewing, as if it had been a sprat"
15,"in the mouth of a whale.” —_Pilgrim’s Progress_."
15,""
15,"“That sea beast"
15,"Leviathan, which God of all his works"
15,"Created hugest that swim the ocean stream.” —_Paradise Lost_."
15,""
15,"—“There Leviathan,"
15,"Hugest of living creatures, in the deep"
15,"Stretched like a promontory sleeps or swims,"
15,"And seems a moving land; and at his gills"
15,"Draws in, and at his breath spouts out a sea.” —_Ibid_."
15,""
15,"“The mighty whales which swim in a sea of water, and have a sea of oil"
15,"swimming in them.” —_Fuller’s Profane and Holy State_."
15,""
15,"“So close behind some promontory lie"
15,"    The huge Leviathan to attend their prey,"
15,"And give no chance, but swallow in the fry,"
15,"    Which through their gaping jaws mistake the way.”"
15,"—_Dryden’s Annus Mirabilis_."
15,""
15,"“While the whale is floating at the stern of the ship, they cut off his"
15,"head, and tow it with a boat as near the shore as it will come; but it"
15,"will be aground in twelve or thirteen feet water.” —_Thomas Edge’s Ten"
15,"Voyages to Spitzbergen, in Purchass_."
15,""
15,"“In their way they saw many whales sporting in the ocean, and in"
15,"wantonness fuzzing up the water through their pipes and vents, which"
15,"nature has placed on their shoulders.” —_Sir T. Herbert’s Voyages into"
15,"Asia and Africa. Harris Coll_."
15,""
15,"“Here they saw such huge troops of whales, that they were forced to"
15,"proceed with a great deal of caution for fear they should run their"
15,"ship upon them.” —_Schouten’s Sixth Circumnavigation_."
15,""
15,"“We set sail from the Elbe, wind N.E. in the ship called The"
15,"Jonas-in-the-Whale. * * *"
15,""
15,"Some say the whale can’t open his mouth, but that is a fable. * * *"
15,""
15,"They frequently climb up the masts to see whether they can see a whale,"
15,"for the first discoverer has a ducat for his pains. * * *"
15,""
15,"I was told of a whale taken near Shetland, that had above a barrel of"
15,"herrings in his belly. * * *"
15,""
15,"One of our harpooneers told me that he caught once a whale in"
15,"Spitzbergen that was white all over.” —_A Voyage to Greenland, A.D._"
15,"1671. _Harris Coll_."
15,""
15,"“Several whales have come in upon this coast (Fife) Anno 1652, one"
15,"eighty feet in length of the whale-bone kind came in, which (as I was"
15,"informed), besides a vast quantity of oil, did afford 500 weight of"
15,"baleen. The jaws of it stand for a gate in the garden of Pitferren.”"
15,"—_Sibbald’s Fife and Kinross_."
15,""
15,"“Myself have agreed to try whether I can master and kill this"
15,"Sperma-ceti whale, for I could never hear of any of that sort that was"
15,"killed by any man, such is his fierceness and swiftness.” —_Richard"
15,"Strafford’s Letter from the Bermudas. Phil. Trans. A.D._ 1668."
15,""
15,"“Whales in the sea"
15,"God’s voice obey.”"
15,"—_N. E. Primer_."
15,""
15,"“We saw also abundance of large whales, there being more in those"
15,"southern seas, as I may say, by a hundred to one; than we have to the"
15,"northward of us.” —_Captain Cowley’s Voyage round the Globe, A.D._"
15,"1729."
15,""
15,"* * * * * “and the breath of the whale is frequently attended with such"
15,"an insupportable smell, as to bring on a disorder of the brain.”"
15,"—_Ulloa’s South America_."
15,""
15,"“To fifty chosen sylphs of special note,"
15,"We trust the important charge, the petticoat."
15,"Oft have we known that seven-fold fence to fail,"
15,"Tho’ stuffed with hoops and armed with ribs of whale.”"
15,"—_Rape of the Lock_."
15,""
15,"“If we compare land animals in respect to magnitude, with those that"
15,"take up their abode in the deep, we shall find they will appear"
15,"contemptible in the comparison. The whale is doubtless the largest"
15,"animal in creation.” —_Goldsmith, Nat. Hist_."
15,""
15,"“If you should write a fable for little fishes, you would make them"
15,"speak like great whales.” —_Goldsmith to Johnson_."
15,""
15,"“In the afternoon we saw what was supposed to be a rock, but it was"
15,"found to be a dead whale, which some Asiatics had killed, and were then"
15,"towing ashore. They seemed to endeavor to conceal themselves behind the"
15,"whale, in order to avoid being seen by us.” —_Cook’s Voyages_."
15,""
15,"“The larger whales, they seldom venture to attack. They stand in so"
15,"great dread of some of them, that when out at sea they are afraid to"
15,"mention even their names, and carry dung, lime-stone, juniper-wood, and"
15,"some other articles of the same nature in their boats, in order to"
15,"terrify and prevent their too near approach.” —_Uno Von Troil’s Letters"
15,"on Banks’s and Solander’s Voyage to Iceland in_ 1772."
15,""
15,"“The Spermacetti Whale found by the Nantuckois, is an active, fierce"
15,"animal, and requires vast address and boldness in the fishermen.”"
15,"—_Thomas Jefferson’s Whale Memorial to the French minister in_ 1778."
15,""
15,"“And pray, sir, what in the world is equal to it?” —_Edmund Burke’s"
15,"reference in Parliament to the Nantucket Whale-Fishery_."
15,""
15,"“Spain—a great whale stranded on the shores of Europe.” —_Edmund"
15,"Burke_. (_somewhere_.)"
15,""
15,"“A tenth branch of the king’s ordinary revenue, said to be grounded on"
15,"the consideration of his guarding and protecting the seas from pirates"
15,"and robbers, is the right to _royal_ fish, which are whale and"
15,"sturgeon. And these, when either thrown ashore or caught near the"
15,"coast, are the property of the king.” —_Blackstone_."
15,""
15,"“Soon to the sport of death the crews repair:"
15,"Rodmond unerring o’er his head suspends"
15,"The barbed steel, and every turn attends.”"
15,"—_Falconer’s Shipwreck_."
15,""
15,"“Bright shone the roofs, the domes, the spires,"
15,"    And rockets blew self driven,"
15,"To hang their momentary fire"
15,"    Around the vault of heaven."
15,""
15,"“So fire with water to compare,"
15,"    The ocean serves on high,"
15,"Up-spouted by a whale in air,"
15,"    To express unwieldy joy.”"
15,"—_Cowper, on the Queen’s Visit to London_."
15,""
15,"“Ten or fifteen gallons of blood are thrown out of the heart at a"
15,"stroke, with immense velocity.” —_John Hunter’s account of the"
15,"dissection of a whale_. (_A small sized one_.)"
15,""
15,"“The aorta of a whale is larger in the bore than the main pipe of the"
15,"water-works at London Bridge, and the water roaring in its passage"
15,"through that pipe is inferior in impetus and velocity to the blood"
15,"gushing from the whale’s heart.” —_Paley’s Theology_."
15,""
15,"“The whale is a mammiferous animal without hind feet.” —_Baron Cuvier_."
15,""
15,"“In 40 degrees south, we saw Spermacetti Whales, but did not take any"
15,"till the first of May, the sea being then covered with them.”"
15,"—_Colnett’s Voyage for the Purpose of Extending the Spermacetti Whale"
15,"Fishery_."
15,""
15,"“In the free element beneath me swam,"
15,"Floundered and dived, in play, in chace, in battle,"
15,"Fishes of every color, form, and kind;"
15,"Which language cannot paint, and mariner"
15,"Had never seen; from dread Leviathan"
15,"To insect millions peopling every wave:"
15,"Gather’d in shoals immense, like floating islands,"
15,"Led by mysterious instincts through that waste"
15,"And trackless region, though on every side"
15,"Assaulted by voracious enemies,"
15,"Whales, sharks, and monsters, arm’d in front or jaw,"
15,"With swords, saws, spiral horns, or hooked fangs.”"
15,"—_Montgomery’s World before the Flood_."
15,""
15,"“Io! Pæan! Io! sing."
15,"To the finny people’s king."
15,"Not a mightier whale than this"
15,"In the vast Atlantic is;"
15,"Not a fatter fish than he,"
15,"Flounders round the Polar Sea.”"
15,"—_Charles Lamb’s Triumph of the Whale_."
15,""
15,"“In the year 1690 some persons were on a high hill observing the whales"
15,"spouting and sporting with each other, when one observed:"
15,"there—pointing to the sea—is a green pasture where our children’s"
15,"grand-children will go for bread.” —_Obed Macy’s History of Nantucket_."
15,""
15,"“I built a cottage for Susan and myself and made a gateway in the form"
15,"of a Gothic Arch, by setting up a whale’s jaw bones.” —_Hawthorne’s"
15,"Twice Told Tales_."
15,""
15,"“She came to bespeak a monument for her first love, who had been killed"
15,"by a whale in the Pacific ocean, no less than forty years ago.”"
15,"—_Ibid_."
15,""
15,"“No, Sir, ’tis a Right Whale,” answered Tom; “I saw his spout; he threw"
15,"up a pair of as pretty rainbows as a Christian would wish to look at."
15,"He’s a raal oil-butt, that fellow!” —_Cooper’s Pilot_."
15,""
15,"“The papers were brought in, and we saw in the Berlin Gazette that"
15,"whales had been introduced on the stage there.” —_Eckermann’s"
15,"Conversations with Goethe_."
15,""
15,"“My God! Mr. Chace, what is the matter?” I answered, “we have been"
15,"stove by a whale.” —“_Narrative of the Shipwreck of the Whale Ship"
15,"Essex of Nantucket, which was attacked and finally destroyed by a large"
15,"Sperm Whale in the Pacific Ocean_.” _By Owen Chace of Nantucket, first"
15,"mate of said vessel. New York_, 1821."
15,""
15,"“A mariner sat in the shrouds one night,"
15,"        The wind was piping free;"
15,"Now bright, now dimmed, was the moonlight pale,"
15,"And the phospher gleamed in the wake of the whale,"
15,"        As it floundered in the sea.”"
15,"—_Elizabeth Oakes Smith_."
15,""
15,"“The quantity of line withdrawn from the different boats engaged in the"
15,"capture of this one whale, amounted altogether to 10,440 yards or"
15,"nearly six English miles. * * *"
15,""
15,"“Sometimes the whale shakes its tremendous tail in the air, which,"
15,"cracking like a whip, resounds to the distance of three or four miles.”"
15,"—_Scoresby_."
15,""
15,"“Mad with the agonies he endures from these fresh attacks, the"
15,"infuriated Sperm Whale rolls over and over; he rears his enormous head,"
15,"and with wide expanded jaws snaps at everything around him; he rushes"
15,"at the boats with his head; they are propelled before him with vast"
15,"swiftness, and sometimes utterly destroyed. * * *"
15,""
15,"It is a matter of great astonishment that the consideration of the"
15,"habits of so interesting, and, in a commercial point of view, so"
15,"important an animal (as the Sperm Whale) should have been so entirely"
15,"neglected, or should have excited so little curiosity among the"
15,"numerous, and many of them competent observers, that of late years must"
15,"have possessed the most abundant and the most convenient opportunities"
15,"of witnessing their habitudes.” —_Thomas Beale’s History of the Sperm"
15,"Whale_, 1839."
15,""
15,"“The Cachalot” (Sperm Whale) “is not only better armed than the True"
15,"Whale” (Greenland or Right Whale) “in possessing a formidable weapon at"
15,"either extremity of its body, but also more frequently displays a"
15,"disposition to employ these weapons offensively and in manner at once"
15,"so artful, bold, and mischievous, as to lead to its being regarded as"
15,"the most dangerous to attack of all the known species of the whale"
15,"tribe.” —_Frederick Debell Bennett’s Whaling Voyage Round the Globe_,"
15,"1840."
15,""
15,"October 13. “There she blows,” was sung out from the mast-head."
15,"“Where away?” demanded the captain."
15,"“Three points off the lee bow, sir.”"
15,"“Raise up your wheel. Steady!”"
15,"“Steady, sir.”"
15,"“Mast-head ahoy! Do you see that whale now?”"
15,"“Ay ay, sir! A shoal of Sperm Whales! There she blows! There she"
15,"breaches!”"
15,"“Sing out! sing out every time!”"
15,"“Ay Ay, sir! There she blows! there—there—_thar_ she"
15,"blows—bowes—bo-o-os!”"
15,"“How far off?”"
15,"“Two miles and a half.”"
15,"“Thunder and lightning! so near! Call all hands.”"
15,"—_J. Ross Browne’s Etchings of a Whaling Cruize_. 1846."
15,""
15,"“The Whale-ship Globe, on board of which vessel occurred the horrid"
15,"transactions we are about to relate, belonged to the island of"
15,"Nantucket.” —“_Narrative of the Globe Mutiny_,” _by Lay and Hussey"
15,"survivors. A.D._ 1828."
15,""
15,"Being once pursued by a whale which he had wounded, he parried the"
15,"assault for some time with a lance; but the furious monster at length"
15,"rushed on the boat; himself and comrades only being preserved by"
15,"leaping into the water when they saw the onset was inevitable.”"
15,"—_Missionary Journal of Tyerman and Bennett_."
15,""
15,"“Nantucket itself,” said Mr. Webster, “is a very striking and peculiar"
15,"portion of the National interest. There is a population of eight or"
15,"nine thousand persons living here in the sea, adding largely every year"
15,"to the National wealth by the boldest and most persevering industry.”"
15,"—_Report of Daniel Webster’s Speech in the U. S. Senate, on the"
15,"application for the Erection of a Breakwater at Nantucket_. 1828."
15,""
15,"“The whale fell directly over him, and probably killed him in a"
15,"moment.” —“_The Whale and his Captors, or The Whaleman’s Adventures and"
15,"the Whale’s Biography, gathered on the Homeward Cruise of the Commodore"
15,"Preble_.” _By Rev. Henry T. Cheever_."
15,""
15,"“If you make the least damn bit of noise,” replied Samuel, “I will send"
15,"you to hell.” —_Life of Samuel Comstock_ (_the mutineer_), _by his"
15,"brother, William Comstock. Another Version of the whale-ship Globe"
15,"narrative_."
15,""
15,"“The voyages of the Dutch and English to the Northern Ocean, in order,"
15,"if possible, to discover a passage through it to India, though they"
15,"failed of their main object, laid-open the haunts of the whale.”"
15,"—_McCulloch’s Commercial Dictionary_."
15,""
15,"“These things are reciprocal; the ball rebounds, only to bound forward"
15,"again; for now in laying open the haunts of the whale, the whalemen"
15,"seem to have indirectly hit upon new clews to that same mystic"
15,"North-West Passage.” —_From_ “_Something_” _unpublished_."
15,""
15,"“It is impossible to meet a whale-ship on the ocean without being"
15,"struck by her near appearance. The vessel under short sail, with"
15,"look-outs at the mast-heads, eagerly scanning the wide expanse around"
15,"them, has a totally different air from those engaged in regular"
15,"voyage.” —_Currents and Whaling. U.S. Ex. Ex_."
15,""
15,"“Pedestrians in the vicinity of London and elsewhere may recollect"
15,"having seen large curved bones set upright in the earth, either to form"
15,"arches over gateways, or entrances to alcoves, and they may perhaps"
15,"have been told that these were the ribs of whales.” —_Tales of a Whale"
15,"Voyager to the Arctic Ocean_."
15,""
15,"“It was not till the boats returned from the pursuit of these whales,"
15,"that the whites saw their ship in bloody possession of the savages"
15,"enrolled among the crew.” —_Newspaper Account of the Taking and"
15,"Retaking of the Whale-Ship Hobomack_."
15,""
15,"“It is generally well known that out of the crews of Whaling vessels"
15,"(American) few ever return in the ships on board of which they"
15,"departed.” —_Cruise in a Whale Boat_."
15,""
15,"“Suddenly a mighty mass emerged from the water, and shot up"
15,"perpendicularly into the air. It was the whale.” —_Miriam Coffin or the"
15,"Whale Fisherman_."
15,""
15,"“The Whale is harpooned to be sure; but bethink you, how you would"
15,"manage a powerful unbroken colt, with the mere appliance of a rope tied"
15,"to the root of his tail.” —_A Chapter on Whaling in Ribs and Trucks_."
15,""
15,"“On one occasion I saw two of these monsters (whales) probably male and"
15,"female, slowly swimming, one after the other, within less than a"
15,"stone’s throw of the shore” (Terra Del Fuego), “over which the beech"
15,"tree extended its branches.” —_Darwin’s Voyage of a Naturalist_."
15,""
15,"“‘Stern all!’ exclaimed the mate, as upon turning his head, he saw the"
15,"distended jaws of a large Sperm Whale close to the head of the boat,"
15,"threatening it with instant destruction;—‘Stern all, for your lives!’”"
15,"—_Wharton the Whale Killer_."
15,""
15,"“So be cheery, my lads, let your hearts never fail,"
15,"While the bold harpooneer is striking the whale!”"
15,"—_Nantucket Song_."
15,""
15,"“Oh, the rare old Whale, mid storm and gale"
15,"    In his ocean home will be"
15,"A giant in might, where might is right,"
15,"    And King of the boundless sea.”"
15,"—_Whale Song_."
15,""
15,""
15,""
15,""
15,"CHAPTER I. LOOMINGS"
15,""
15,""
15,"Call me Ishmael. Some years ago—never mind how long precisely—having"
15,"little or no money in my purse, and nothing particular to interest me"
15,"on shore, I thought I would sail about a little and see the watery part"
15,"of the world. It is a way I have of driving off the spleen, and"
